sentence,sentiment
এত টাকা সে ইঙ্কাম করেছে এটা তার যোগ্যতার বলেকোন লোভিস্টরা এতে ভাগ বসানোর চেষ্টা করছে বুঝতে পেরেছিআমরা চাই এই এই ব্যক্তি গুলো যেন বাংলাদেশের জন্য কিছু করে দিয়ে যাকযেমন পদ্মাসেতুর মত কিছু হতে পারেতাহলে বাংলার মানুষ তাদের সারাজীবন মনে রাখবেকিন্তু সরকার কে দিয়ে কিছু করাতে গেলে ওটা ভাগ বাটোয়ারা করতেই শেষ হয়ে যাবেআপনারা বাংলাদেশের সম্পদআপনাদের উচিত এই দেশের জন্য কিছু করে যাওয়া,0
শুধু মুখে মুখে গল্প কাজের নাম নাই,0
ট্রিট পাইলে আরেকটা ধন্যবাদ দিবো,1
অতিরিক্ত আবেদন আর আম্পায়ারর সিদ্ধান্তের বিরোধিতা করলে সতর্ক করে দেওয়া হবে খেলোয়াড়দের একই অপরাধ দ্বিতীয়বার করলে পাঁচ রান করে জরিমানা করা হবে,0
কর্মসুচীটি অনেক ভাল কিন্তু ইউ এন ও স্যার তো ইন্দোনেশিয়ার স্কুলের কর্মসুচী কপি করেছেন আমি ক‌া‌জি মাসুদ ভাইকে ধন্যবাদ দি‌তে চাই ই‌ন্দো‌নে‌শিয়ান কালচার দে‌খে ক‌পি না ক‌রে নি‌জেরা কিছু করার চেষ্টা তরা উ‌চিত বাংলা‌দেশ যে নক‌লে ওস্তাদ এর প্রমান এটা আর এ‌তে মদদ দি‌চ্ছে খোদ ইউ এন ও,1
মোটেও বাড়াবাড়ি নয় এটা একদমই সঠিক,0
প্রথম অা‌লো কেন লক্ষ দি‌চ্ছে নাওনারা কি শুধু ব্যবসা কর‌বেন,0
তুই বলছিস যে কোটি সিম নিবন্ধন হয়ছে বাট এই এগারো কোটি লোক তোদের সমরথন করে কিন্তু খালেদা যদি করে তাহলে বলবি যে খালেদা আওয়ামীলিগ করে খালেদা কি তোর মত বোকা,0
অবশেষে বেরিয়ে এলো বিতর্কিত ছবির মূল হোতা একজন ভারতীয় ধিক ইন্ডিয়া ধিক,0
অন্যান্য সাধুদের চেয়ে আঘোরীদের একটি বড় পার্থক্য হলো খাবার অন্যান্য সাধুরা যেখানে নিরামিষাশী সেখানে আঘোরীরা খেতে পারে যেকোন কিছুই আবর্জনা থেকে শুরু করে মানুষের মাংস এমনকি মানুষের মলমূত্র পর্যন্তও তারা খায় কারণকারণ তারা বিশ্বাস করে শিব সবচেয়ে খারাপের মধ্যেও বিদ্যমান,0
সাকিবের সবচেয়ে বাজে অভিজ্ঞতা,0
চোখ ব্যাথা,1
নারী দিবসে নারীদের জন্য শুভেচ্ছা শ্রদ্ধা ও ভালোবাসা,1
ঢাকা টেস্টের জন্য ঘোষিত সদস্যের দলে পেসার রয়েছেন মাত্র দু জন আর দুই জনের টেস্ট খেলার অভিজ্ঞতা মাত্র একটি,0
যত নষ্টের গোড়া এই সাংবাদিকরা,1
অবৈতনিক উচ্চশিক্ষা চাই সেই সাথে স্নাতকোত্তর পর্যন্ত উপবৃত্তি ও বিনামুল্যে পাঠ্যপুস্তক দিতে হবে,1
সবই হয়াহুদীখৃষ্টানদের চক্রান্ত,0
এই টাকলুটার কথা এরশাদের চেয়ে ভন্ডামীশিক্ষা থেকে ভ্যাট মাগার এই দেশেই শুনছিভ্যাট দিবনামন চাইলে গু খা,0
নানার বাড়ির আবদার,0
মা গৃহে নাই যার সংসার অরণ্য তার,0
এটা প্রধান সমস্যা না প্রধান সমস্যা আমাদের টিভি চ্যানেলগুলি বিনোদন ভিত্তিক নয় খবর টকশো আর রাজনীতি ভিত্তিক ঘরের যে সময়ে মহিলারা বিনোদন এর জন্য টিভির সামনে যায় তখন বস্তাপচা এই নিউজ আর টকশোই পায় আর নাটক কি বলবো এখন এখানকার ধারাবাহিক নাটকগুলা হয় প্রেম বড়লোকি ঢাকাইয়া কাহিনি না হয় ভারতের বাংলা নাটক এর ধাজে এসব কারনেই দেশীয় টিভিগুলা চলতে পারছে না সবথেকে বড় সমস্যা নতুন কিছু নিয়ে ভাবে না এরা এক চ্যানেল যদি একটা ধরনের নাটক হিট করাতে পারে আর দশটা চ্যানেলো একি ধাজের অনুস্টান চলাবে এসব জন্যই তো এদেশীয় চ্যানেলের দর্শক কম এটা আমার মতামত,0
আর বাংলাদেশে তারা করে ডাকাতি জবরদস্তি কোন কোন সময় তারা সন্ত্রাসি ও করে,0
চোখে পানি ধরে রাখতে পারলাম না,1
বেফাস কথা বলার আগে নিজেকে নিয়ে ভাবুন এবং জানুন,1
তনুর চেয়েও সিম রেজিস্টার করা বেশী জরুরিযেভাবে সিমের পিছনে পড়ছেন তার এক তৃতীয়াংশ তনুর জন্য করতেন সেটা অপরাধ দমনে বেশী কাজে দিত,0
প্রশংসনীয়,1
আজ বাংলাদেশ জিতবে,1
কিন্তু ধীরে ধীরে ছোটখাটো চুরি ছিনতাই থেকে শুরু করে জড়িয়ে পড়েন ডাকাতি অপহরণের মতো ভয়ঙ্কর সব অপরাধের সাথেও খুনজখম তার কাছে হয়ে ওঠে নিত্যনৈমিত্তিক ব্যাপার একসময় হান্নান জড়িয়ে পড়েন মাদক ব্যবসার সাথে এরপরের গল্প কেবল তার অন্ধকার সাম্রাজ্য বিস্তৃত হওয়ার,0
আপনি বড় মনের পরিচয় দিলেন স্যার,1
যনিনা কি বলব আমি ভাষা হারিয়ে পেলেছি,1
শালার বাচ্চারা এক বছরের গ্যারান্টি দেয় আর এক বছর গেলেই শুরু হয় ব্যাটারি সমস্যা থেকে মাদার বোর্ড অবধি খারাপ হওয়াআমার ট্যাব এর মাদার বোর্ড খারাপ হয় দিন সার্ভিসে রাখার পর জানায় তাআর সারাতে চেয়েছে টাকা আমার হাজব্যান্ডের নোটবুক এও একই সমস্যা আর লোকাল মেকানিক ঘন্টায় ঠিক করে দেয় মাত্র টাকা দিয়ে এই হল স্যামসাং কোম্পানি,0
আপনাদের এই রকম উদ্যোগ দেখে আমার খুব ভাল লাগছে আশা করি আপনাদের এই রকম উদ্যোগ এর ফলে বাংলাদেশ আরো এগিয়ে যাবে,1
খারাপ মানুষের অত্যাচারের জন্য এই পৃথিবী ধ্বংস হচ্ছে না এই পৃথিবী ধ্বংস হচ্ছে ভাল মানুষ গুলোর নীরবতার জন্য,0
রাসূলুল্লাহ সা বলেছেন যে ব্যক্তি তৃপ্তি সহকারে পেটপুরে খায় অথচ তার পাশেই তার প্রতিবেশী ক্ষুধার্ত থাকে সে ঈমানদার নয় বায়হাক্বী মিশকাত হা,0
দাদারা হুদাই ঝামেয় ফেলেছিলো ওরা বুঝি সত্যিই আমাদের ক্রিকেটকে ভয় পায়,0
মোদ্দা কথা হইলো দুই নাম্বারি বন্ধ কর,0
ছবিটা দেখে আমার ও খুব দেখা করতে ইচ্ছা করতাছে সবার সাথে,1
আলহামদুলিল্লাহ আললাহ সর্বশ্রেষ্ঠ দোয়া রইল ওরা দুজনই যেন মান সম্মত খেলা দেখাতে পারে,1
খবর দিয়াও মানুষরকে বিভ্রান্ত করে,0
আইসিসি এবার একটা সঠিক কাজ করছেইন্ডিয়া মার্কা রায় দেয় নাধন্যবাদ আইসিসি শুভেচ্ছা মোস্তাফিজ,1
অসাধারণ লিখছেন ভাইয়া,1
ভাল সংবাদ,0
এটা দেখে অনেক অবাক হয়েছিবাংলায় পোস্ট বার্সার অফিসিয়াল পেজেসত্যিই অনেক ভালো লাগলোঅনেক ধন্যবাদ প্রাণের বাংলা ভাষায় পোস্ট দেওয়ার জন্য,1
শুকরিয়া ফাঁড়া কাটল,1
মিডিয়া ব্যক্তি তো ভাল কিছু করতে চেষ্টা করে হোক বা না হোক মানুষের সামনে তো আসতে পারে নাটক করলে প্রতি দিন সাধারণ মানুষ দেখতে পারতো মানুষের সামনে কি ভাবে আসা যায় সে চেষ্টা ওনাকে খাদ্য বা স্বাস্থ্য প্রতি মন্ত্রী করা হলে প্রতি দিন আজব আজব ভয়ঙ্কর খবর বাহির করতে পারবে,0
এভাবে বান্দার হক যারা মারে তাদের কে আল্লাহ অবশ্যই চরম শাস্তি দেবেন,1
কেউ হারায় নাপ্রয়োজন ফুরিয়ে গেলে অন্য প্রয়োজন মেটাতে সব্বাই অন্য কোন নদীর স্রোতে গা ভাসায়,0
বেগম খালেদা জিয়া আঙুলের ছাপ দিয়ে মোবাইল ফোনের সিম নিবন্ধন করেন নাই এই তথ্যটা তারানা হালিম বা হাছান মাহমুদ কিভাবে জানলোতার চেয়ে বড় কথা কেউ যদি মনে করে সে আঙুলের ছাপ দিয়ে মোবাইল রেজিস্ট্রেশন করবে না বা মোবাইল ফোন ব্যবহার করবে না তাহলে সেটা নিয়ে তারানাহাছানের এত মাথা ব্যাথা কেনতাহলে কী বেগম খালেদা জিয়ার আঙুলের ছাপ দিয়ে তাদের অন্য কিছু করার পরিকল্পনা ছিলযেটা করতে না পেরে এখন তাদের মাথা খারাপ হয়ে গেছেএটা তাহলে নিশ্চিত হওয়া গেল যে সরকারেরমন্ত্রী বা আওয়ামী লীগ নেতা সরকারের মন্ত্রী বা অংশ নয় পর্যন্ত যে কোন সাধারণ মানুষের মোবাইল রেজিস্ট্রেশন থেকে আঙুলের ছাপ দেখতে পারে এবং চাইলেই সেই ছাপ দিয়ে যে কোন অপকর্ম করতে পারেবায়োমেট্রিক পদ্ধতিতে মোবাইলের সিম রেজিস্ট্রেশন করাদের লাল গোলাপ শুভেচ্ছা সুত্র ওয়াহিদুজ্জামান,0
সময়ের সেরা খেলয়ার মেসি,1
গতকাল বললেন বিশ্ববিদ্যালয় দেবে আজ বলছেন ছাত্ররা দেবে জনগন তো কাল ই বুঝতে পেরেছিল ছাত্রদেরই ভ্যাট দিতে হবে,0
তাইলে বায়োমেট্রিক করার এই টাই উদ্দেশ্য ছিল এখন তা পুরন না হওয়ার কারনে এত চিল্লা চিল্লিহায়রে তারে নারে,0
বেকারের কষ্ট তুমি কি বুঝবে,0
বাঙালিরা এখন গর্ব বোধ করছে কারন বাংলা ভাষায় বার্সেলোনা পোস্ট দিয়েছে লাখ লাখ ভালোবাসা রইলো এফ সি বার্সেলোনার জন্য,1
ভবিষ্যতে স্যামসাং ফোন কেনার পরিকল্পনা বাদ দিলাম এর চেয়ে শাওমি হাজার গুনে ভালো,1
ভাই আমি আপনের সাথে কাজ করতে চায়,1
আপনাদের অনেক অনেক ধন্যবাদ অদ্ভুত সুন্দর একটি র‍্যাগ ডে উপহার দেবার জন্য,1
মানুষকে অন্ধ করে রেখেছে ধর্মিয় অন্ধবিশ্বাস ও মানষিক দাসত্বের দ্বারা,0
টাকার কুমির,0
এই টাই জয় বাংলার আসল মানুষ,1
এখনই সময় এই সকল উদ্ধত অহংকারীদের লাগাম টেনে ধরার না হলে আমাদের ক্রিকেট চিড়িয়াখানায় পরিণত হবে যখন যার যা খুশি মন্তব্য করবে যা খুশি করে বেড়াবে,0
এক দিকে যেমন তাসকিন কে নিয়ে আনন্দ তেমনি খুবই দুঃখ সানিকে নিয়ে,0
নিরপরাধ মানুষকে অপরাধি বানানো আরো সহজ হবে,0
অটো লাইক শিখুন খুব কম খরচে অটো লাইক শিখতে কল মী বিদ্রপ্রমান দেখুন অামার প্রোফাইল ফটোতে,1
পানছড়ি শান্তিপুর অরণ্য কুটিরের সবচেয়ে বড় সমস্যা পানি,1
জুতা মারব তোর গালে শালা নস্তিক,0
মানুষ কতো নিচে নামতে পারে সত্যিই মানুষ হিসেবে আমার ঘৃণা হচ্ছে,0
অপদার্থ কোথাকার অপরাধ করতে সিম লাগে নাকিযারা অপরাধী তারা আপনার চেয়ে অনেক গুন চালাক,0
খাদ্য সংকট বাড়ছে,0
এতোদিন কোথায় ছিলোএখন জনগনকে গলপো সোনাচছে,0
নিউজের সাথে ছবিটা অসংগতিপূর্ণ,0
ঢাকার নববর্ষের মঙ্গল শোভাযাত্রা জাতিসংঘের সাংস্কৃতিক ঐতিহ্যের তালিকায় জায়গা পাওয়া সত্যিই আনন্দের সংবাদ,0
সাংবাদিকের অন্যায়ের বিরুদ্ধে বললেই বাক স্বাধীনতাকে খর্ব করা হয়,0
আমি এইটা বুঝিনা মানুষ কতো জঘন্য আরে মানুষ অন্যায় করলেও পশু পাখি তো কোন অন্যায় করিনী তাদের কি অপরাধ তারা কি দোষ করেছিলো আর এরকম ভাবে কেউ কারো ক্ষতি করে এমন জঘন্য ভাবেযারা এইসব আকাম করেছে তাদের মধ্যে মানুষত্য বলে কোন কিছু নেই তারা প্রক্রত মুরখের দলএদের চরম শাস্তি হওয়া উচিৎ আল্লাহ অন্ধকার রাতেও দেখেন আল্লাহ কে ভয় কর ধৈর্য ধারন করুন আল্লাহ সহায় হবেন ইনশাল্লাহ,0
অতঃপর মুরগি কবিরের বাণী,0
গরুরে কবে প্রিন্সিপালের দায়িত্ব দিবে সেই আসায় আছি,1
আপনাদের নিয়ে এই দেশের মানুষ কি পরিমাণ মেতে থাকে তর্ক করে ভালোবাসে তা বলে বোঝানো যাবে না ধন্যবাদ এই বাংলায় এক লাইন আর পতাকা দিয়ে আমাদের ভালোবাসার প্রতিদান দেওয়ার জন্য,0
আমার সোনার বাংলা আমি তোমায় ভালবাসি,1
ওহ বাঁচা গেল তাঁর নেতৃত্বে এখনো একশ বছর পর্যন্ত হলেও হারতে রাজি আছি কাম ব্যাক বস্,1
শুনে এত্তগুলান ভাল্লাগছে কিন্তু যে জানোয়ারের বাচ্চাগুলান এদের এই হয়রানির শিকার করছে তাদের কি হবে,0
বিলাসিতা ভালো না,0
কিছুদিন আগেই যারা বলছিলো ট্রাম্প ক্ষমতায় এলে আমেরিকার অর্থণীতিতে ধ্বংস নামবে তারা এখন গর্তে,0
আমাদের প্রতিবেশি দেশ ভারত তাদের ব্যয়ের খাতগুলোর মধ্যে সবচেয়ে বেশি রুপি ব্যয় করে শিক্ষাখাতেআর আমরা ভ্যাট আরোপ করি ছিঃ,0
আমি বাংলাদেশী তাই আমি গর্বিত ধন্যবাদ বার্সা আমি বাংলাদেশী তাই আমি গর্ভিত ধন্যবাদ বার্সা,1
এ মহিলা এর চাইতে ভালো আর কি বলবেপেশায় তিনি ছিলেন অভিনেএীনামের সাথে এ্যাডভোকেটআর তারে বানাই রাখছে ডাকটেলিযোগাযোগ মন্ত্রী,0
হাহাহাহাহা আপনার রসবোধে আমি মুগ্ধ মুহিত সাহেবের একাধিক বই আমি দেখেছি পাসোয়ার্ডের লোভ দেখিয়ে আপনি উনার বইএর কাটতি বাড়াতে চাচ্ছেন না তো,0
অপরাধী দের দৃষটান্ত মূলক শাস্তি দাবি করছি,0
ঘোড়ার ডিম পেয়েছে,0
কিনো কিডনি বেচে,1
কোয়েলের ডিমের পুষ্টিগুণ ও উপকারিতা জেনে নিন,1
মুসা সাহেবের টাকা গুলি ফিরিয়ে দেওয়া হোক,0
নিজের চরকায় তেল দিন,0
অপরুপ সৌন্দর্য্যে ভরপুর আমাদের এ পৃথিবী,1
শালা একটা লুচ্চা,0
ব্রেকিং নিউজ সবার জন্য দারুন খবর ফেইসবুকের অলস সময়কে কাজে লাগান মাত্র মিনিটে আয় করুন টাকা নাম মাত্র কিছু কাজ করেই আপনি পেতে পারেন টাকা মোবাইল রিচার্জ যেকোন সিমে বিশ্বাস না হলে লিংকটিতে প্রবেশ করেই দেখুন এবং নির্দেশ মত কাজ করুন আমি নিজে এইমাত্র টাকা পেলাম এটি পেপাল ও ফেইসবুক অনুমোদিত »»,1
বৈচিত্রময় বিবিধ প্রকারে ধন্য মানি জন্মে ছিলাম সুজলা সুফলা চিরসবুজ এই বাংলাদেশে,1
এত সাধারন্যে মিশে যাওয়া নেতা আপনি ছাড়া কয়জনইবা আছেনসবাই যদি এমন হতোশত সহস্র সালাম,1
আরকোনকাজনেইমিডিযাবিবিসিসবপাগল,1
হুদাই ঝাম‌েলাই করল,0
বলেন যে বিরোধী মতাবলম্বীদের ধরা সহজ হবে,0
ভাই ভালোবাসা যখন দেখি কেউ নাই তখন দেখলাম আপনার লেখা আছে ধণ্যবাদ,1
মোস্তাফিজকে অনেক অনেক দোয়া করি তিনি আমাদের ক্রিকেট জগতের উজ্জল নক্ষত্রআমি তার সুস্ততা ও দীর্ঘ আয়ু কামনা করি,1
নেইমার বড় মঞ্চের বড় তারকা বরাবরই বড় ম্যাচে নেইমারের পারফর্মেন্স থাকে চোখ ধাঁধাঁনো,1
এখন রাত বাজে ইন্টারনেটে দিয়ে পত্রিকা বের করে দেখি পত্রিকা পড়া যায় না মাঝখানে কালো দাগ আসে তার চেয়ে আপনারা থেকে প্রথম আলো পত্রিকা টা বাতিল করে দিন থেকে যদি প্রথম আলো পত্রিকা নাই পড়া যায় তাহলে সে পত্রিকা রাথার কি দরকার,0
এগানটা পছন্দ করেনাই দিছে এই বলদের বাচ্চারা গুলি কৈরা মারা দরকার,0
ওরা মানুষ হতে পারবে না কোন দিন,0
সাথে ক্যামেরা হাতে ছবি তোলার জন্য তৈরি ছিলো প্রথম আলোর সাংবাদিক লোকমান,1
তাসকিন সানি দুজনেই কাম ব্যাক করেছে এটা খুবই গুড নিউজ নেক্সট ওয়ার্ড কাপ পর্যন্ত তারা ফ্রি আশা করছি ফিউচারে তাদের বোলিং একশনে আর ত্রুটি হবে না,0
এইটা কি সব জায়গায় হতে পারেনা,0
মুসা লোন দিবোআমি অনেকদিন থেইকা ভাবতেছি একডা বি ম ডব্লিউ কিনমু,1
এজন্যই সেরা এটা নিছক কোন পোস্ট নয় এটা দুনিয়ার সকল বাংলা ভাষা ভাষী মানুষদের সম্মান করা,1
ভিয়েতনাম যুদ্ধ চলাকালে থাইল্যান্ডে বিশ্রাম ও বিনোদনের সুবিধা সৃষ্টি করতে থাইল্যান্ড ও যুক্তরাষ্ট্রের মধ্যে একটি চুক্তি স্বাক্ষরিত হয়,0
রোহিঙ্গারা দেশে ফিরলেও তাদের কে থাকতে হবে আশ্রায় ক্যাম্পে এখানেও তারা আশ্রায় ক্যাম্পে আছে,1
খেপেছে এবার জনতা ভ্যাট প্রত্যাহার ছাড়া রক্ষা নাই,0
আফগান যোদ্ধা আর বাংলার বুদ্ধাদের লড়ায়ে বুদ্ধারাই জিতল কিন্তু যুদ্ধারা বুদ্ধাদের পায়ে কাঁপন ধরিয়ে দিয়েছিল,0
এই পোষ্ট দেখে সত্যি আমরা আনন্দিতগর্বিত অনেক শুভকামনা ও ভালোবাসা বার্সা,1
গানটা বারবার শুনতে ইচ্ছে করে,0
তামাশা বন্ধ করে উনার টাকা উদ্ধার দেশে কাজে লাগান যমুনা নদীর উপর রেল সেতুর কাজ শুরু করেন ও অন্যান্য প্রকল্প শুরু করেন সব কাজের দায়িত্ব ও তদারকির ভার মুসা ভাইকে দিন অন্যরা তো পাকা চোর সিমেন্টের জায়গায় ছাই দেয়,1
ধন্যবাদ জানায় তাদেরকে,1
তামিমকে বাদ দিতে পারেনা অন্যের উপর নির্যাতন,0
একজন সত্যবাদি মানুষ আল্লাহ তুমি এই মহান মানুষ টাকে হাজার বছর হায়াত দান করো,0
সর্ব শক্তিমান আল্লাহ্‌ সবার উপরে মায়ের স্থান দিয়েছেন প্রথম আলোকে ধন্যবাদ চমৎকার এবং শিক্ষণীয় এই সংবাদ পরিবেশন করার জন্য,1
অনেক জোশ হইছে,1
জীবন্টাত এমনই,1
শুধু শুধু নির্বাচন পরবর্তীতে সংবাদ মাধ্যমগুলোর ব্যস্ততা বৃদ্ধিই হচ্ছে এটা কখনোই হবেনা যে পুনরায় ভোট গননা করে হিলারি প্রেসিডেন্ট অনেক কাঠখড় পুরিয়ে ট্রাম্প প্রেসিডেন্ট নির্বাচনে জয়ী হয়েছে সে যেভাবেই পারুক তার শাসনামল টিকিয়ে রাখবে আর আবোলতাবোল বুলেটিন দিয়ে বিশ্ব ব্যস্ত থাকবে এটা চিরাচরিত নিয়ম,0
ভাই বিষয়টাকে একটু অন্যভাবে ভাবেনা কেন দেখেন এখানে ঠিক্ শেয়ারবাজার থেকে অথর্লুটের টা ব্যবহার করা হয়েছে একদিকে ব্যাঙের ছাতার মত গড়তে দিচ্ছে সরকার আবার অন্যদিকে ছাত্ররা প্রতি বছর বের হচ্ছে এই বিপুল সংখ্যক ছাত্রদের ইচ্ছে তে পড়া টা করছে এই সবর্স্ব গুলি সরল ছাত্ররা এখানে এসে ভত্তর্ী হচ্ছে সরকার ভাবলো আমি কেনো এই সুযোগটা হাতছাডা করবো দারুন একটা খাত এতে লাভবান হচ্ছে ঐ সুবিধাভোগীরাই আসলে বছরেও আমরা স্বাধীন হতে পারিনি আমরা এখনও অত্যাচারিতই হচ্ছি,0
দীপিকা বলেন পুরুষেরা কি ক্ষতিগ্রস্ত হন নাতাঁরা কি বৈষম্যের শিকার ননতাঁরাও কি নির্যাতিত হন না সত্যি,0
আন্দলন‌ের গত‌ি দেখেই আবুল মাল ব‌েসামাল,0
তোমরা যারা পাকিস্তানীকে গালাগাল কর আজ সেই পাকিস্তানের ক্রিকেটার আমাদের পাশে আমাদের তাসকিনের প্রশংসা করছে,1
সরকার নিজেকে চালাক শকুন ভাবেকিন্তু আমাদের মরা গরু ভাবলে চলবে না,1
নাগরিক হিসাবে বলব দেশের উন্নয়নের জন্য ভ্যাট দরকার,1
আপনিই শ্রেষ্ঠ,0
নগরবাসীকে উন্নত সেবা দিতে রাজউকে অনলাইন সেবা চালু করা হয়েছিল মাস আগে,1
তাদেরকে বাতিল করা হয়েছিল অবৈধ ভাবেযে কারনে আইসিসি তাদেরকে বৈধ ঘোষনা করেছে আর একটি দেশকে জিতানোর জন্যই বাতিল করা হয়েছিল,0
আল্লাহ যেন মারুফ ভাইকে সুস্হ রাখেওনার মতো লোক আছে বলেই এ পৃখথিবী টিকে আছেওনাকে যথাযথ ভাবে পুরস্কৃত করলে অন্য সবাই অনুপ্রাণিত হবেএজন্য সরকারের প্রতি অনুরোধ জানাচ্ছি,1
খালেদা জিয়ার বিরুদ্ধে করা নাইকো দুর্নীতি মামলার কার্যক্রম স্থগিত করেছেন,0
সবগুলো কথাই গভীর দর্শনের,0
ভাল খবর ইতিহাস হয়ে থাকবে,0
শ্বেতশুভ্র পেঁচার ফ্যান হয়ে গেলাম এত সুন্দর চমৎকার সব ছবিতে সাজানো পোষ্ট অনেক অনেক ধন্যবাদ,1
স্যামসাং মানেই হ্যাং আর এখন নাকি ফেটে যায় হা হা,0
যে অমানুষ এই কাজটি করেছেতাকে জনগনের সামনে বিচার করা হোক আমাদের বিবেক আজ কোথায়,0
ডিউটিতে না থেকেও একজন পুলিশ কর্মকর্তা কি করে অস্ত্র নিয়ে প্রবেশ করে আর নিরাপত্তা বাহিনীর সদস্যরা কি করছিলএটা যে সরকারের মদদেই হয়েছে তা পরিষ্কার,0
অসাধারন ভিডিওটা দেখে চোখের পানি চলে আসল নায়ক চার জন সবাইকে স্যালুটআর প্রথম আলোকে জানায় ধন্যবাদ,1
মৃত হাসের ক্ষতিপূরণ দেওয়া হোক,0
এবার বাঙ্গালি কি জিনিস বুঝার বাকি,0
আল মামুন তোমার একাদশ ঠিক আছে,1
সে যে কাজের জন্য এসেছিল তার লাভ হয়নি,0
ওই সময় অবিলম্বে পাঠ্যবই সংশোধন না হলে আন্দোলনের হুমকি দিয়েছিলো কওমি মাদ্রাসা শিক্ষাবোর্ড,0
মানুষ মাত্রই পরিবর্তনশীল এই ব্যক্তি ও একদিন পরিবর্তন হয়ে যাবে তখন সাধারণ মানুষকে ঘৃনার চোখে দেখবে,0
এইটা একটা ভাল খবর হয়ছে,1
কোথায় মানবতা শুধু শোক ও সমবেদনা ই মানবতা আজকে মানবতা বলতে আমরা বুঝি একটু কোথাও বন্যা হলে কেজি চাউল কেজি ডাউল কারো দুঃখকষ্টে একটু সমবেদনা এটা মানবতা নয়,0
হালারাসাধারন পুলিশের উপর অাত্বঘাতী না চালিয়ে এই নাস্তিক উপর চালাতে পারেনা ওই শালা বড় বড় কথা বলে কি ভাবে,0
এ ধরনের কাজ গুলোয় প্রচার হোক বেশি বেশিদেশ দশের জন্য কিছু করাই হল জীবনের শ্রেষ্ঠ প্রাপ্তি,0
আচ্ছা সরকার মাত্র ভ্যাট দেওয়ায় তোমাদের এত আন্দোলন কিন্তু প্রাইভেট ভার্সিটি গুলো যখন প্রতিবছর করেসেশন ফি বাড়ায় তখন তোমাদের মা বাপের কষ্ট হয়না,0
সাম্রাজ্যবাদ নিপাত যাক মার্কিন যুক্তরাষ্ট্র ধ্বংস হোক,1
বাংলা লোকসঙ্গীত ব্যান্ড দোহারএর মুখ্য গায়ক কালিকাপ্রসাদ ভট্টাচার্য মারা গেছেন,0
ভাল খবর,1
আপনার কথা এবং কাজে মিল নেই,1
আল্লাহ্‌ এদের বিচার করবেনগরিবের সাথে অমানুষীকতা এরা মানুষ নামধারী জানুয়ার,0
অস্থির ভাই আমার আসলে বড় বড় রাজনীতি বিদ বড় বড় দুরনিতিবীদ দের কে হাইলাইটেড না করে এই ধরনের নায়ক দের কে নিয়া খুঁজে বের করে কাজ করা উচিত তাইলে আমরাই পারবো দেশ সামনে নিয়ে যেতে,1
আমি আমর নিজের দেশের সিম রেজিস্টার করব কেন অন্ন সিম রেজিস্টার করব পারলে সিম বন্ধ করুক,0
মাঝে মধ্যে প্রায়ই মনে হয় মানুষ পশুর চেয়েও নিকৃষ্ট,0
ধর্ম পরিবর্তন হয় না আর তোদের ধর্ম মানুষের তৈরি তাই তোদের ধর্ম পরিবর্তন হয়,0
আপনার আই কিউ তে কি কোন সমস্যা আছে নেতা নেত্রী দের কি মোবাইল আর সিমের অভাব হয়,0
যতদিন না এই ধরনের হীন মন্যতা হিংসা বিদ্বেষ অনৈতিক কাজ গুলো নিজেদের ভিতর থেকে টেনে হেচরে নর্দমায় ফেলতে পারব না ততদিন নিজের এবং ঐ সমাজের উন্নতি আল্লাহ সোবহানাল্লাহ করতে পারে না পারে না পারে না এই ধরনের কাজ গুলোর বিচার আগে অবশ্যই দুনিয়াতে হবে এরপর আখেরাতে তো হবেই,0
পৃথিবীর সকল দেশের জনগন বিভিন্ন অপরাধিদের দেখে ও চিনে,1
বিকৃত মস্তিস্কের মানুষ কিভাবে মন্ত্রি হয় এর যুক্তি আমি খুজে পাই না,0
ষড়যন্ত্রটি নিশ্চয় ভারত করেছে,0
প্রথমবার মুস্তাফিজের মুখোমুখি হওয়া একটা কঠিন অভিজ্ঞতা,0
প্রতিযোগিতায় জিততে মারামারি যৌনতা এমনকি হত্যা করতেও কোনো বাধা থাকবে না,1
কোন দেশে যে আছি সকালে পিএম বলে ভ্যাট দিবে বিশ্ববিদ্যালয় রাতে অর্থমন্ত্রী বলে ভ্যাট দিবে শিক্ষার্থীরা,0
জোননাঙ্গ উপরে ফেলা হোক যাতে অন্য কারোর এমন কাজ করার সাহস না হয়,0
হুম সহজ করলেই সহজ হবে আর জটিল করলেই জটিল,0
ছাত্ররা কখনো অন্যায় মেনে নেয়নি আর এখনও নিবে না সরকারকে ধন্যবাদ মনোভাব পরিবর্তনের জন্য,0
তোমরা চালিয়ে যাও আমরা তমাদের সাথে আছি,1
সেই সময়ের কথা মনে হলে খুব খারাপ লাগেরে ভাউ,0
চুরি করে ক্ষমতা দখল কারীর আবার নিবন্ধন কি দরকার,0
অসম্ভব কিছু না তারাও তো মানুষ,0
ভিডিও টা দেখে গায়ের লোমগুলা খাড়া হয়ে উঠলো কেনো যানি চোখ দিয়ে অশ্রু ঝরলো,1
ইন্দনিসিয়া থেকে নকল করা পারলে আগে করে দেখালে খুশি হতাম,0
করে দেশকে পেছনে ফেলে এখন শিক্ষার উপর ভ্যাটবয়স হইছে পদত্যাগ কর,1
